SEGMENTID,STREET,DIRECTION,FROM_STREET,TO_STREET,LENGTH, STREET_HEADING, COMMENTS,START_LONGITUDE, START_LATITUDE,END_LONGITUDE, END_LATITUDE, CURRENT_SPEED, LAST_UPDATED
1284,Chicago,WB,Lake Shore Dr,Michigan,0.37,E,,-87.617048,41.896936,-87.624241,41.896835,100,00:00.0
951,Washington,WB,Kedzie,Schraeder,0.28,W,,-87.70616912,41.88293153,-87.71174729,41.88281847,100,51:00.0
750,Elston,SE,Milwaukee,Austin,0.33,N,,-87.78322435,41.9926646,-87.77807307,41.98990512,100,51:10.0
1164,Harlem,SB,Ogden,Pershing,0.173022844,S,Outside City Limits,-87.80292191,41.82375081,-87.8030252,41.82124483,100,51:15.0
1122,127th,EB,Western,I-57 Expy,0.907892222,W,Outside City Limits,-87.68007697,41.66251165,-87.66253984,41.66284973,100,51:06.0
682,Dr Martin L King Jr,NB,Bishop Ford Expy,95th,0.58,S,,-87.61377146,41.71344133,-87.61397181,41.72185538,100,50:44.0
794,Hollywood,WB,Lake Shore Dr,Ridge,0.45,W,part of Peterson,-87.6535172,41.98553395,-87.66240363,41.98518009,100,50:56.0
964,Ramp To Kennedy,WB,Orleans,Kennedy Expy,0.57,W,Oneway,-87.63709952,41.89315033,-87.64817988,41.8925172,100,51:01.0
701,Dr Martin L King Jr,SB,95th,Bishop Ford Expy,0.58,S,,-87.61433809,41.72185768,-87.61413769,41.71344362,100,50:45.0
432,31st,EB,Dan Ryan Expy,State,0.49,W,,-87.63039364,41.83807234,-87.62676844,41.83821569,100,50:26.0
728,Elston,NW,Pulaski,Kostner,0.71,N,,-87.72765935,41.95966375,-87.73770802,41.96661883,100,50:46.0
748,Elston,SE,Central,Laramie,0.69,N,,-87.76852077,41.98503261,-87.7580107,41.97894803,100,50:53.0
989,Touhy,EB,I-90 Expy,Mannheim,0.98,W,outside city limits,-87.90488449,42.00875855,-87.8857938,42.0094925,100,51:07.0
462,95th,EB,Baltimore,Ewing,0.6,E,,-87.54832288,41.72262051,-87.53654438,41.72280299,100,50:47.0
434,31st,EB,Dr Martin Luther King Jr Dr,Moe Dr,0.39,E,,-87.61741441,41.83827906,-87.60984396,41.83839335,100,50:26.0
1143,Harlem,NB,47th,41ST,0.777183217,S,Outside City Limits,-87.80180358,41.80635422,-87.80223878,41.81761054,100,51:14.0
991,Touhy,EB,I-294 Expy,Dee Rd,0.66,W,outside city limits,-87.86846,42.00992855,-87.85546041,42.0103801,100,51:07.0
436,31st,WB,State,Dan Ryan Expy,0.49,E,,-87.62676542,41.8384901,-87.63039066,41.83834676,100,50:26.0
1139,Harlem,NB,6700 South,63rd,0.261893471,S,Outside City Limits,-87.80465357,41.77064486,-87.80071556,41.77729068,100,51:13.0
1004,Touhy,EB,Rogers,Clark,0.41,W,,-87.68269772,42.01237682,-87.67469534,42.01251925,100,51:08.0
1065,Washington,WB,Kostner,Cicero,0.510504045,W,,-87.74536029,41.88212644,-87.73545778,41.88208991,100,51:03.0
1155,Harlem,SB,79th,87th,1.02154902,S,Outside City Limits,-87.80000734,41.7483295,-87.79929815,41.73353707,100,51:14.0
982,Torrence,SB,126TH PL,130th,0.48,S,,-87.55902139,41.66617228,-87.55946996,41.65919342,100,51:07.0
562,Cicero,NB,83rd,79th,0.5,S,,-87.74082876,41.74197845,-87.74126324,41.74920146,100,50:37.0
983,Torrence,SB,122ND,126TH PL,0.52,S,,-87.55943197,41.67376843,-87.55902139,41.66617228,100,51:07.0
561,Cicero,NB,87th,83rd,0.51,S,,-87.74089685,41.73457047,-87.74082876,41.74197845,100,50:37.0
1020,Touhy,WB,Ridge,Western,0.36,W,,-87.6830645,42.01237977,-87.69023952,42.01243729,100,50:54.0
438,31st,WB,Moe,Dr Martin L King Jr,0.39,E,,-87.60984087,41.83866775,-87.61741135,41.83855347,100,50:26.0
1042,Washington,EB,Kostner,Pulaski,0.5,W,,-87.73546034,41.88181549,-87.7257303,41.88185203,100,50:55.0
668,Cumberland,NB,Irving Park,Montrose,0.51,N,,-87.83647649,41.95204872,-87.836524,41.95937465,100,51:11.0
1131,Cicero,SB,87th,95th,0.987950843,S,Outside City Limits,-87.74129936,41.73446224,-87.7409912,41.72014901,100,51:11.0
1012,Touhy,WB,Milwaukee,Harlem,0.27,W,outside city limits,-87.80129332,42.0121341,-87.80657598,42.01185385,100,50:53.0
732,Elston,NW,Central,Austin,0.6,N,,-87.768153,41.9850308,-87.77770526,41.98990334,100,50:46.0
1069,87th,WB,Cicero,Central,1.011124862,W,Outside City Limits,-87.74107328,41.73474374,-87.76062664,41.73437358,100,50:32.0
1114,87th,WB,Central,Ridgeland,0.994779835,W,Outside City Limits,-87.76062664,41.73437358,-87.77986447,41.73402876,100,51:05.0
613,Lake Shore Dr,SW,Balbo,Roosevelt,0.41,S,,-87.61749612,41.8732575,-87.61903825,41.86746738,100,21:14.0
1019,Touhy,WB,Western,California,0.48,W,,-87.69023952,42.01243729,-87.6997439,42.01225079,100,50:53.0
865,Jefferson,NB,Roosevelt,Harrison,0.49,S,,-87.64203136,41.86728021,-87.64224538,41.8743971,100,50:58.0
733,Elston,NW,Austin,Milwaukee,0.33,N,,-87.77770526,41.98990334,-87.7828565,41.99266284,100,50:46.0
630,Cicero,SB,83rd,87th,0.51,S,,-87.74119517,41.74198033,-87.74126321,41.73457237,100,51:16.0
1093,Cicero,NB,111th,103rd,1.008486946,S,Outside City Limits,-87.73957476,41.69096945,-87.74007393,41.70557738,100,51:04.0
1023,Ramp from EB Congress Pky to Wacker Dr,NW,Congress,Van Buren,0.08,S,,-87.63580185,41.87570006,-87.63665943,41.87680423,100,50:54.0
1275,Madison,EB,Halsted,DesPlaines,0.17,E,,-87.647361,41.881676,-87.644126,41.88172,100,00:00.0
1168,Harlem,SB,I-290 Expy,Roosevelt,0.59076378,S,Outside City Limits,-87.80473798,41.87364998,-87.8044753,41.86509445,100,51:12.0
749,Elston,SE,Austin,Central,0.6,N,,-87.77807307,41.98990512,-87.76852077,41.98503261,100,50:53.0
1141,Harlem,NB,53RD,I-55 Expy,0.25610823,S,Outside City Limits,-87.8015093,41.79581204,-87.80176472,41.79951801,100,51:14.0
1161,Harlem,SB,47th,I-55 Expy,0.471806001,S,Outside City Limits,-87.80220358,41.80635422,-87.80216472,41.79951801,100,51:14.0
1194,Oakwood,EB,Cottage Grove,Lake Shore Dr,0.35,E,,-87.60689442,41.82387853,-87.60092442,41.82512853,100,31:24.0
952,Washington,WB,Schraeder,Warren,0.07,W,,-87.71174729,41.88281847,-87.71254573,41.88189798,100,51:00.0
723,Elston,NW,Damen,Western,0.7,N,,-87.6777182,41.92536423,-87.68770285,41.93215572,100,50:46.0
1032,Ramp To Wb Congress Pky,SE,Van Buren,Congress,0.08,S,,-87.63702659,41.87680645,-87.63616901,41.87570229,100,50:54.0
1149,Harlem,NB,Roosevelt,I-290 Expy,0.59076378,S,Outside City Limits,-87.8039753,41.86509445,-87.80433798,41.87364998,100,51:14.0
1174,Jackson,EB,Columbus,Lake Shore Dr,0.167479459,E,,-87.62067868,41.87819453,-87.61743223,41.87823871,100,51:12.0
990,Touhy,EB,Mannheim,I-294 Expy,0.89,W,outside city limits,-87.8857938,42.0094925,-87.86846,42.00992855,100,51:07.0
1147,Harlem,NB,26th,Cermak,0.504271882,S,Outside City Limits,-87.80325002,41.84311503,-87.80352373,41.85041879,100,51:14.0
1112,87th,EB,Central,Cicero,1.011124862,W,Outside City Limits,-87.76062907,41.73409916,-87.74107581,41.73446932,100,51:05.0
1006,Touhy,WB,Mannheim,I-90 Expy,0.98,W,outside city limits,-87.88579187,42.00976692,-87.90488265,42.00903297,100,51:10.0
1094,Roosevelt,EB,Harlem,Ridgeland,1.04519885,W,Outside City Limits,-87.80419733,41.86488142,-87.78394363,41.86525559,100,51:04.0
1128,Cicero,SB,111th,I-294 Expy,1.936425526,S,Outside City Limits,-87.73994088,41.69097134,-87.73878212,41.66292637,100,50:55.0
657,Congress,EB,Michigan,Columbus,0.18,E,,-87.62425482,41.87559949,-87.62058952,41.87563104,100,51:10.0
1130,Cicero,SB,95th,103rd,1.005926699,S,Outside City Limits,-87.7409912,41.72014901,-87.74044013,41.70557927,100,51:13.0
1129,Cicero,SB,103rd,111th,1.008486946,S,Outside City Limits,-87.74044013,41.70557927,-87.73994088,41.69097134,100,51:13.0
1088,127th,WB,Halsted,I-57 Expy,1.095933181,W,Outside City Limits,-87.64136541,41.66346792,-87.66253699,41.66312415,100,51:04.0
671,Cumberland,SB,Montrose,Irving Park,0.51,N,,-87.83689165,41.95937624,-87.8368441,41.95205031,100,50:44.0
1041,Washington,EB,Cicero,Kostner,0.51,W,,-87.74535777,41.88173519,-87.73546034,41.88181549,100,50:54.0
953,Ramp To Eb Ohio St,EB,Kennedy Expy,Orleans,0.63,W,Oneway,-87.64943325,41.89242862,-87.63704756,41.89238166,100,51:00.0
1146,Harlem,NB,Ogden,26th,1.336960097,S,Outside City Limits,-87.80252191,41.82375081,-87.80325002,41.84311503,100,51:14.0
675,Ramp To Cermak Rd,NB,26th,Cermak,0.5,S,,-87.63092373,41.84555404,-87.63079176,41.85283282,100,50:44.0
655,Congress,EB,Clark,State,0.15,W,,-87.63067919,41.87544914,-87.62763074,41.87548468,100,50:43.0
1150,Harlem,NB,I-290 Expy,Madison,0.417640778,S,Outside City Limits,-87.80433798,41.87364998,-87.80454881,41.87969928,100,51:14.0
724,Elston,NW,Western,California,0.69,N,,-87.68770285,41.93215572,-87.69754278,41.93895101,100,50:46.0
1137,Harlem,NB,79th,71st,0.998187349,S,Outside City Limits,-87.79960734,41.7483295,-87.800074,41.7627887,100,51:13.0
1002,Touhy,EB,California,Western,0.48,W,,-87.69974663,42.01197638,-87.69024229,42.01216289,100,50:50.0
1066,Washington,WB,Pulaski,Kostner,0.501846836,W,,-87.7354629,41.88212644,-87.7257277,41.88212644,100,51:03.0
1119,127th,EB,I-294 Expy,Pulaski,0.883600755,W,Outside City Limits,-87.73623893,41.66170293,-87.71917089,41.66202464,100,51:06.0
1087,127th,WB,I-57 Expy,Western,0.907892222,W,Outside City Limits,-87.66253699,41.66312415,-87.6800742,41.66278607,100,51:11.0
1014,Touhy,WB,Lehigh,Caldwell,0.79,W,outside city limits,-87.77340615,42.01200145,-87.78884176,42.01207571,100,21:12.0
1138,Harlem,NB,71st,6700 South,0.591573842,S,Outside City Limits,-87.800074,41.7627887,-87.80465357,41.77064486,100,51:13.0
993,Touhy,EB,Northwest Hwy,Oriole,0.68,W,outside city limits,-87.82959845,42.01107631,-87.81632773,42.01132191,100,51:07.0
164,Ashland,SB,Lawrence,Montrose,0.5,N,,-87.66962294,41.96887804,-87.66944196,41.96159263,100,40:04.0
819,Torrence,NB,126TH PL,122ND,0.52,S,,-87.55865544,41.66616982,-87.55906597,41.67376597,100,51:09.0
1162,Harlem,SB,41ST,47th,0.777183217,S,Outside City Limits,-87.80263878,41.81761054,-87.80220358,41.80635422,100,51:14.0
631,Cicero,SB,79th,83rd,0.5,S,,-87.74162968,41.74920335,-87.74119517,41.74198033,100,50:42.0
658,Congress,WB,Clark,I-294 Expy,0.15,W,,-87.63067619,41.87572354,-87.63372407,41.87574215,100,50:43.0
1095,Roosevelt,EB,Ridgeland,Austin,0.503414827,W,Outside City Limits,-87.78394363,41.86525559,-87.77418776,41.86541158,100,51:04.0
744,Elston,SE,Pulaski,Central Park,0.7,N,,-87.72802699,41.95966569,-87.71796145,41.95276222,100,50:53.0
128,Ashland,NB,Irving Park,Montrose,0.5,N,,-87.66886505,41.95428929,-87.66907431,41.9615905,100,50:15.0
1013,Touhy,WB,Caldwell,Milwaukee,0.64,W,outside city limits,-87.78884176,42.01207571,-87.80129332,42.0121341,100,50:53.0
973,Pershing,WB,Western,Archer,0.25,W,,-87.6849,41.82327531,-87.68972568,41.82302024,100,51:02.0
1144,Harlem,NB,41ST,Pershing,0.251006425,S,Outside City Limits,-87.80223878,41.81761054,-87.8024252,41.82124483,100,51:14.0
1085,127th,WB,Kedzie,Pulaski,1.00285924,W,Outside City Limits,-87.69979455,41.66260282,-87.71916828,41.66229906,100,51:04.0
1109,Archer,WB,Harlem,1st Ave,0.431797331,W,Outside City Limits,-87.80158707,41.79217072,-87.80989154,41.79144869,100,51:05.0
1157,Harlem,SB,6700 South,71st,0.591573842,S,Outside City Limits,-87.80505357,41.77064486,-87.800474,41.7627887,100,51:14.0
1110,87th,EB,Harlem,Ridgeland,0.996672897,W,Outside City Limits,-87.79914104,41.73340647,-87.77986682,41.73375434,100,51:05.0
677,Ramp To SB Dan Ryan Expy,SB,Cermak,26th,0.5,S,,-87.63115878,41.85283506,-87.63129071,41.84555629,100,20:57.0
1067,Washington,WB,Central Park,Pulaski,0.511603281,W,,-87.7257329,41.88212644,-87.71582642,41.88167941,100,51:02.0
461,95th,EB,Torrence,Baltimore,0.59,E,,-87.55987413,41.72256707,-87.54832288,41.72262051,100,50:47.0
836,Harlem,SB,53RD,Archer,0.26,S,,-87.80178887,41.79576117,-87.80171131,41.79194003,100,50:58.0
981,Torrence,NB,99th,95th,0.49,S,,-87.55959226,41.71540424,-87.55969156,41.72243648,100,51:07.0
659,Congress,WB,State,Clark,0.15,E,,-87.62762772,41.87575909,-87.63067619,41.87572354,100,50:44.0
1165,Harlem,SB,26th,Ogden,1.336960097,S,Outside City Limits,-87.80365002,41.84311503,-87.80292191,41.82375081,100,51:12.0
669,Cumberland,NB,Montrose,Lawrence,0.5,N,,-87.836524,41.95937465,-87.83652006,41.96660292,100,50:44.0
1008,Touhy,WB,Dee Rd,I-294 Expy,0.66,W,outside city limits,-87.85545835,42.01065451,-87.868458,42.01020296,100,51:08.0
1084,127th,WB,Pulaski,I-294 Expy,0.883600755,W,Outside City Limits,-87.71916828,41.66229906,-87.7362364,41.66197735,100,51:09.0
1074,95th,EB,Cicero,Pulaski,1.009105163,W,Outside City Limits,-87.74082038,41.72000268,-87.72131135,41.72039715,100,51:03.0
1142,Harlem,NB,I-55 Expy,47th,0.471806001,S,Outside City Limits,-87.80176472,41.79951801,-87.80180358,41.80635422,100,51:14.0
130,Ashland,NB,Lawrence,Foster,0.5,N,,-87.66925524,41.96887592,-87.6694299,41.97617107,100,50:15.0
165,Ashland,SB,Foster,Lawrence,0.5,N,,-87.66979764,41.9761732,-87.66962294,41.96887804,100,50:17.0
1044,Washington,EB,Central Park,Warren,0.17,W,,-87.71582907,41.881405,-87.71253003,41.88162347,100,50:55.0
1005,Touhy,EB,Clark,Sheridan,0.57,W,,-87.67469534,42.01251925,-87.66344847,42.01271062,100,51:08.0
1068,Washington,WB,Warren,Central Park,0.170820505,W,,-87.71583171,41.88167941,-87.71252737,41.88189788,100,51:03.0
897,Lake Shore Dr,SE,Hollywood,Foster,0.64,N,,-87.65376109,41.98555549,-87.65065077,41.97659669,100,50:51.0
1136,Harlem,NB,87th,79th,1.02154902,S,Outside City Limits,-87.79889815,41.73353707,-87.79960734,41.7483295,100,51:13.0
1009,Touhy,WB,Northwest Hwy,Dee Rd,1.33,W,outside city limits,-87.82959629,42.01135072,-87.85545835,42.01065451,100,51:08.0
1064,Washington,WB,Damen,Western,0.5,W,,-87.67668895,41.88328412,-87.68648318,41.88313341,100,31:27.0
998,Touhy,EB,Lehigh,Edens Expy,1.17,W,outside city limits,-87.77340856,42.01172704,-87.75052857,42.01171195,100,21:14.0
1120,127th,EB,Pulaski,Kedzie,1.00285924,W,Outside City Limits,-87.71917089,41.66202464,-87.69979724,41.6623284,100,51:06.0
654,Congress,EB,I-294 Expy,Clark,0.15,W,,-87.63372706,41.87546775,-87.63067919,41.87544914,100,50:43.0
1166,Harlem,SB,Cermak,26th,0.504271882,S,Outside City Limits,-87.80392373,41.85041879,-87.80365002,41.84311503,100,51:12.0
722,Elston,NW,Ashland,Damen,0.69,N,,-87.66795526,41.91862248,-87.6777182,41.92536423,100,50:46.0
742,Elston,SE,Kedzie,California,0.71,N,,-87.70797095,41.94591306,-87.69791033,41.93895305,100,50:53.0
1175,Jackson,WB,Lake Shore Dr,Columbus,0.167479459,E,,-87.61742916,41.87851311,-87.62067563,41.87846893,100,51:12.0
999,Touhy,EB,Edens Expy,Crawford,1.12,W,outside city limits,-87.75052857,42.01171195,-87.72859889,42.01159851,100,50:50.0
476,95th,WB,Ewing,Baltimore,0.6,E,,-87.53654099,41.7230774,-87.54831954,41.72289492,100,50:48.0
730,Elston,NW,Cicero,Laramie,0.66,N,,-87.74778082,41.97294435,-87.75764294,41.97894619,100,51:09.0
731,Elston,NW,Laramie,Central,0.69,N,,-87.75764294,41.97894619,-87.768153,41.9850308,100,51:09.0
1047,Warren,EB,California,Western,0.5,W,,-87.69631091,41.881856,-87.68645875,41.88194814,100,10:51.0
1096,Roosevelt,WB,Ridgeland,Harlem,1.04519885,W,Outside City Limits,-87.78394128,41.86553001,-87.80419507,41.86515584,100,51:04.0
1106,IL-171,EB,I-55 Expy,Archer,0.587255392,W,Outside City Limits,-87.82082858,41.79350683,-87.80989377,41.79117427,100,51:05.0
727,Elston,NW,Central Park,Pulaski,0.7,N,,-87.71759386,41.95276025,-87.72765935,41.95966375,100,50:46.0
1021,Touhy,WB,Clark,Rogers,0.41,W,,-87.67469251,42.01279365,-87.68269493,42.01265122,100,50:54.0
740,Elston,SE,Western,Damen,0.7,N,,-87.68807035,41.93215779,-87.67808566,41.92536633,100,50:53.0
1010,Touhy,WB,Oriole,Northwest Hwy,0.68,W,outside city limits,-87.81632551,42.01159632,-87.82959629,42.01135072,100,51:08.0
736,Elston,SE,Damen,Ashland,0.69,N,,-87.67808566,41.92536633,-87.66832265,41.91862461,100,50:52.0
1163,Harlem,SB,Pershing,41ST,0.251006425,S,Outside City Limits,-87.8030252,41.82124483,-87.80263878,41.81761054,100,51:14.0
1077,95th,WB,Central,Southwest Hwy,0.414209785,W,Outside City Limits,-87.7603629,41.71993713,-87.76837372,41.7199466,100,51:09.0
1154,Harlem,SB,87th,95th,0.985856856,S,Outside City Limits,-87.79929815,41.73353707,-87.79873517,41.71925847,100,51:14.0
1045,Warren,EB,Washington,Kedzie,0.32,W,,-87.71253003,41.88162347,-87.7061494,41.88174444,100,51:09.0
1160,Harlem,SB,I-55 Expy,53RD,0.25610823,S,Outside City Limits,-87.80216472,41.79951801,-87.8019093,41.79581204,100,51:14.0
751,Indianapolis,NB,106TH,Ewing,0.89,S,,-87.52429599,41.70274323,-87.53509242,41.71281167,100,50:53.0
1113,87th,WB,Ridgeland,Harlem,0.996672897,W,Outside City Limits,-87.77986447,41.73402876,-87.79913877,41.73368089,100,51:11.0
523,Caldwell,SE,Touhy,Mendota,0.59,N,,-87.78887012,42.01196895,-87.78263042,42.00481901,100,21:31.0
1121,127th,EB,Kedzie,Western,1.020655748,W,Outside City Limits,-87.69979724,41.6623284,-87.68007697,41.66251165,100,51:06.0
996,Touhy,EB,Milwaukee,Caldwell,0.64,W,outside city limits,-87.80129561,42.01185969,-87.7888441,42.0118013,100,51:08.0
1111,87th,EB,Ridgeland,Central,0.994779835,W,Outside City Limits,-87.77986682,41.73375434,-87.76062907,41.73409916,100,51:05.0
1195,Oakwood,WB,Lake Shore Dr,Cottage Grove,0.35,E,,-87.60092442,41.82532853,-87.60689442,41.82407853,100,31:24.0
743,Elston,SE,Central Park,Kedzie,0.7,N,,-87.71796145,41.95276222,-87.70797095,41.94591306,100,50:53.0
1123,Cicero,NB,103rd,95th,1.005926699,S,Outside City Limits,-87.74007393,41.70557738,-87.74062492,41.72014712,100,21:13.0
1148,Harlem,NB,Cermak,Roosevelt,1.0131203,S,Outside City Limits,-87.80352373,41.85041879,-87.8039753,41.86509445,100,51:14.0
167,Ashland,SB,Clark,Bryn Mawr,0.23,N,,-87.66971,41.987541,-87.67000002,41.9834769,100,40:59.0
984,Torrence,SB,112th,122ND,1.25,S,,-87.55964533,41.69194211,-87.55943197,41.67376843,100,51:07.0
1007,Touhy,WB,I-294 Expy,Mannheim,0.89,W,outside city limits,-87.868458,42.01020296,-87.88579187,42.00976692,100,51:08.0
745,Elston,SE,Kostner,Pulaski,0.71,N,,-87.73807572,41.96662074,-87.72802699,41.95966569,100,50:53.0
1078,95th,WB,Cicero,Central,1.010870968,W,Outside City Limits,-87.74081786,41.7202771,-87.7603629,41.71993713,100,51:10.0
1046,Warren,EB,Kedzie,California,0.5,W,,-87.7061494,41.88174444,-87.69631091,41.881856,100,11:06.0
1079,95th,WB,Pulaski,Cicero,1.009105163,W,Outside City Limits,-87.72130874,41.72067157,-87.74081786,41.7202771,100,51:10.0
1086,127th,WB,Western,Kedzie,1.020655748,W,Outside City Limits,-87.6800742,41.66278607,-87.69979455,41.66260282,100,51:11.0
1070,95th,EB,Harlem,Ridgeland,0.966706482,W,Outside City Limits,-87.79859643,41.71911424,-87.77990837,41.71952248,100,51:03.0
741,Elston,SE,California,Western,0.69,N,,-87.69791033,41.93895305,-87.68807035,41.93215779,100,50:53.0
163,Ashland,SB,Montrose,Irving Park,0.5,N,,-87.66944196,41.96159263,-87.66923267,41.95429142,100,50:17.0
725,Elston,NW,California,Kedzie,0.71,N,,-87.69754278,41.93895101,-87.7076034,41.94591106,100,50:46.0
1097,Roosevelt,WB,Austin,Ridgeland,0.503414827,W,Outside City Limits,-87.77418537,41.865686,-87.78394128,41.86553001,100,51:04.0
213,Roosevelt,EB,Austin,Central,0.5,W,IDOT Signals Possible,-87.77415004,41.86533824,-87.76435482,41.86548154,100,50:33.0
746,Elston,SE,Cicero,Kostner,0.68,N,,-87.74814853,41.97294622,-87.73807572,41.96662074,100,50:53.0
1072,95th,EB,Southwest Hwy,Central,0.414209785,W,Outside City Limits,-87.76837612,41.71967218,-87.76036534,41.7196627,100,51:03.0
1043,Washington,EB,Pulaski,Central Park,0.51,W,,-87.7257303,41.88185203,-87.71582907,41.881405,100,50:55.0
1107,Archer,EB,1st Ave,Harlem,0.431797331,W,Outside City Limits,-87.80989377,41.79117427,-87.80158934,41.7918963,100,51:05.0
676,Ramp To SB Dan Ryan Expy,SB,26th,31st,0.5,S,,-87.63129071,41.84555629,-87.63061857,41.83827436,100,20:57.0
1022,Touhy,WB,Sheridan,Clark,0.57,W,,-87.6634456,42.01298502,-87.67469251,42.01279365,100,50:54.0
1048,Warren,EB,Western,Damen,0.5,W,,-87.68645875,41.88194814,-87.67666452,41.88209471,100,10:51.0
475,95th,WB,Baltimore,Torrence,0.59,E,,-87.54831954,41.72289492,-87.55987084,41.72284148,100,50:48.0
992,Touhy,EB,Dee Rd,Northwest Hwy,1.33,W,outside city limits,-87.85546041,42.0103801,-87.82959845,42.01107631,100,51:07.0
1278,Columbus,NB,Congress,Randolph,0.59,S,,-87.620488,41.875774,-87.620542,41.884414,100,00:00.0
661,Congress,WB,Columbus,Michigan,0.18,E,,-87.62058647,41.87590544,-87.62425178,41.87587389,100,50:44.0
1015,Touhy,WB,Edens Expy,Lehigh,1.17,W,outside city limits,-87.75052607,42.01198635,-87.77340615,42.01200145,100,50:53.0
1076,95th,WB,Southwest Hwy,Ridgeland,0.596381306,W,Outside City Limits,-87.76837372,41.7199466,-87.77990602,41.7197969,100,51:03.0
1075,95th,WB,Ridgeland,Harlem,0.966706482,W,Outside City Limits,-87.77990602,41.7197969,-87.79859416,41.71938866,100,51:03.0
965,Pershing,EB,Archer,Western,0.25,W,,-87.68972568,41.82282024,-87.6849,41.82307531,100,51:01.0
1016,Touhy,WB,Pulaski,Edens Expy,1.12,W,outside city limits,-87.72859629,42.01187291,-87.75052607,42.01198635,100,50:53.0
820,Torrence,NB,122ND,112th,1.25,S,,-87.55906597,41.67376597,-87.55927922,41.69193964,100,50:57.0
747,Elston,SE,Laramie,Cicero,0.66,N,,-87.7580107,41.97894803,-87.74814853,41.97294622,100,50:53.0
1073,95th,EB,Central,Cicero,1.010870968,W,Outside City Limits,-87.76036534,41.7196627,-87.74082038,41.72000268,100,51:03.0
1156,Harlem,SB,71st,79th,0.998187349,S,Outside City Limits,-87.800474,41.7627887,-87.80000734,41.7483295,100,51:14.0
959,Ontario,WB,Lake Shore Dr,Fairbanks,0.27,E,Oneway,-87.61490847,41.89345821,-87.62028586,41.89342861,100,51:01.0
681,Desplaines,SB,Harrison,Roosevelt,0.5,S,,-87.64404174,41.87437478,-87.64384925,41.86718106,100,50:44.0
437,31st,WB,Dr Martin L King Jr,State,0.48,E,,-87.61741135,41.83855347,-87.62676542,41.8384901,100,51:09.0
1071,95th,EB,Ridgeland,Southwest Hwy,0.596381306,W,Outside City Limits,-87.77990837,41.71952248,-87.76837612,41.71967218,100,51:03.0
1080,127th,EB,I-57 Expy,Halsted,1.095933181,W,Outside City Limits,-87.66253984,41.66284973,-87.64136835,41.6631935,100,51:03.0
1159,Harlem,SB,63rd,6700 South,0.237664115,S,Outside City Limits,-87.80115331,41.77726806,-87.80505357,41.77064486,100,51:14.0
672,Cumberland,SB,Lawrence,Montrose,0.5,N,,-87.83688775,41.96660451,-87.83689165,41.95937624,100,50:44.0
818,Torrence,NB,130th,126TH PL,0.48,S,,-87.55910405,41.65919096,-87.55865544,41.66616982,100,50:57.0
1169,Harlem,SB,Madison,I-290 Expy,0.417640778,S,Outside City Limits,-87.80494881,41.87969928,-87.80473798,41.87364998,100,51:12.0
1092,Cicero,NB,I-294 Expy,111th,1.936425526,S,Outside City Limits,-87.73841617,41.66292448,-87.73957476,41.69096945,100,51:04.0
1145,Harlem,NB,Pershing,Ogden,0.173022844,S,Outside City Limits,-87.8024252,41.82124483,-87.80252191,41.82375081,100,51:14.0
995,Touhy,EB,Harlem,Milwaukee,0.27,W,outside city limits,-87.80657824,42.01157945,-87.80129561,42.01185969,100,51:07.0
958,Ohio,EB,Fairbanks,Lake Shore Dr,0.29,E,Oneway,-87.62027224,41.89259905,-87.61453694,41.89272345,100,21:11.0
754,Indianapolis,SB,Ewing,106TH,0.89,S,,-87.53545865,41.71281421,-87.52466216,41.7027458,100,50:53.0
1108,IL-171,WB,Archer,I-55 Expy,0.587255392,W,Outside City Limits,-87.80989154,41.79144869,-87.8208264,41.79378124,100,51:05.0
735,Elston,SE,Ashland,North Ave,0.62,N,,-87.66832265,41.91862461,-87.66238854,41.91075368,100,21:04.0
988,Torrence,SB,95th,99th,0.49,S,,-87.56005785,41.72243894,-87.5599585,41.7154067,100,51:10.0
524,Caldwell,SE,Mendota,Devon,0.96,N,,-87.78263042,42.00481901,-87.76687737,41.9973029,100,21:09.0
726,Elston,NW,Kedzie,Central Park,0.7,N,,-87.7076034,41.94591106,-87.71759386,41.95276025,100,50:46.0
1167,Harlem,SB,Roosevelt,Cermak,1.0131203,S,Outside City Limits,-87.8044753,41.86509445,-87.80392373,41.85041879,100,51:12.0
1135,Harlem,NB,95th,87th,0.985856856,S,Outside City Limits,-87.79833517,41.71925847,-87.79889815,41.73353707,100,51:13.0
433,31st,EB,State,Dr Martin L King Jr,0.48,E,,-87.62676844,41.83821569,-87.61741441,41.83827906,100,50:26.0
1017,Touhy,WB,Kedzie,Pulaski,1,W,outside city limits,-87.70905405,42.01199406,-87.72859629,42.01187291,100,50:53.0
963,Ontario,WB,LaSalle,Orleans,0.23,W,Oneway,-87.63263645,41.89320277,-87.63709952,41.89315033,100,51:01.0
764,Harlem,NB,Archer,53RD,0.26,S,,-87.80134462,41.79193834,-87.80142214,41.79575948,100,50:53.0
729,Elston,NW,Kostner,Cicero,0.68,N,,-87.73770802,41.96661883,-87.74778082,41.97294435,100,50:46.0
1279,Columbus,SB,Randolph,Congress,0.59,S,,-87.620742,41.884414,-87.620688,41.875774,100,00:00.0
1266,Halsted,SB,Addison,Belmont,0.5,N,,-87.649676,41.947316,-87.649457,41.939979,24,40:29.0
